smiles,dga,cluster
[H]OC([H])([H])[C@@]12C([H])([H])C([H])([H])[C@]1(C([H])([H])[H])[C@]2([H])C([H])([H])[H],-86.5047836303711,1
[H]C1=C([H])C([H])([H])C([H])([H])C([H])=C([H])C1([H])OC([H])([H])[H],-81.98674011230469,3
[H]N1C([H])([H])[C@@]1(C(=O)C(=O)C([H])([H])[H])C([H])([H])[H],-70.90406036376953,2
[H]C([H])([H])[C@@]1([H])[C@@]2([H])C([H])([H])[C@@]3([H])C([H])([H])[C@@]3([H])[C@@]12C([H])([H])[H],-88.83546447753906,3
[H]N(C([H])([H])C#N)C([H])([H])C1([H])C([H])([H])C1([H])[H],-68.77273559570312,2
[H][C@]12[N@@H+]3[C@@]1([H])[C@]1([H])[C@@]2([H])[C@]1([H])[C@]3([H])C#N,-64.13764953613281,2
[H]O[C@@]1([H])C([H])([H])[C@]23N([H])[C@]4([H])[C@@]2([H])N([H])[C@]431,-62.9384994506836,2
[H]C1=C2C([H])([H])O[C@@]2([H])C([H])([H])C(=O)C1([H])[H],-70.32299041748047,3
[H]N1C([NH2+]C([H])([H])[H])[C@]2([H])O[C@]2([H])[C@]1([H])C([H])([H])[H],-72.9501953125,2
[H]O[C@]([H])(C([H])([H])C([H])([H])[H])[C@@]1([H])OC1(C([H])([H])[H])C([H])([H])[H],-84.79610443115234,1
[H]C([H])([H])[C@@]1([H])[C@@]2([H])C([H])([H])[C@]3(C([H])([H])[H])[C@@]2([H])C([H])([H])[C@]13[H],-88.73699188232422,3
[H]C1=NC(=O)N([H])N=C1[H],-42.34481048583984,0
[H]O[C@@]12C(=O)[C@@]([H])([NH2+][C@H]1N([H])[H])C2([H])[H],-61.01147079467773,2
[H]C1=NC([H])([H])[C@]2(C([H])([H])[H])O[C@]2([H])C([H])([H])O1,-70.150634765625,3
[H]C([H])([H])C([H])([H])[C@@]1([H])O[C@@]1([H])[C@@]1([H])C([H])([H])[C@@]1([H])C([H])([H])[H],-86.50421142578125,1
[H]C([H])(C#N)[C@]1([H])C([H])([H])[C@]2(C([H])([H])[H])O[C@]12[H],-72.49481201171875,1
[H]C([H])([H])C#C[C@@]1([H])C([H])([H])C([H])([H])O[C@@]1([H])C([H])([H])[H],-82.09044647216797,1
[H]C1=C([H])C([H])([H])[C@@]2(C(=O)N1[H])N([H])C2([H])[H],-68.94092559814453,2
[H]O[C@@]1([H])C([H])([H])[C@]2([H])[C@@]1([H])O[C@]1([H])C([H])([H])[C@]21[H],-74.14510345458984,1
[H]N1C([H])([H])[C@]1(C([H])([H])[H])C([H])([H])C(=O)OC([H])([H])[H],-75.8081283569336,2
[H]C1([H])C(=O)[C@@]2([H])[N@@H+](C13C([H])([H])C3([H])[H])C2([H])[H],-72.39244079589844,2
[H]C(=O)[C@@]([H])(C#CC(=O)N([H])[H])C([H])([H])[H],-66.23412322998047,0
[H]O[C@]12[C@@]3([H])[C@H]([C-]([H])C([H])([H])[C@]31[H])[C@]2([H])O[H],-67.3190689086914,1
[H]C([H])([H])C([H])([H])C#C[C@]1([H])O[C@]([H])(C([H])([H])[H])C1([H])[H],-81.45532989501953,3
[H]C([H])([H])[NH2+]C1O[C@@]2([H])C([H])([H])[C@@]([H])(C([H])([H])[H])[C@@]12[H],-77.29751586914062,1
[H]C(=O)N([H])[C@@]1([H])C([H])([H])[C@]12OC([H])([H])C2([H])[H],-70.16614532470703,2
[H]C#CC([H])([H])[C@@]1(O[H])[C@]2([H])OC([H])([H])[C@@]21[H],-67.86779022216797,1
[H]OC([H])([H])[C@]1([H])OC([H])([H])C(=O)OC1([H])[H],-66.46795654296875,3
[H]C#CC1(C#N)C([H])([H])C([H])([H])C([H])([H])C1([H])[H],-74.92906188964844,3
[H]/C1=C(/[H])C([H])([H])[N@H+]2C([H])([H])[C@@]([H])(OC1([H])[H])C2([H])[H],-75.32683563232422,2
[H]C([H])([H])C1(C([H])([H])[H])C([H])([H])C([H])([H])[C@@]2([H])C([H])([H])[C@@]12[H],-83.57238006591797,3
[H]C(=O)C([H])([H])C([H])([H])[C@]([H])(C([H])([H])[H])C([H])([H])OC([H])([H])[H],-85.10348510742188,3
[H]C1=NOC(N(C([H])([H])[H])C([H])([H])[H])=C1[H],-61.78199005126953,0
[H]OC([H])([H])C([H])([H])OC1(C([H])([H])[H])C([H])([H])OC1([H])[H],-76.8614273071289,3
[H]C1=C([H])[C@@]2([H])O[C@]([H])(C2([H])[H])[C@]12N([H])C2([H])[H],-71.43873596191406,2
[H]C#C[C@@]1([H])[C@@]([H])(C([H])=O)[C@@]2([H])N([H])[C@@]12[H],-65.7269058227539,2
[H]C#C[C@@]12C(=O)O[C@]1([H])[C@]2([H])C([H])([H])[H],-64.4924087524414,3
[H]N([H])C(=O)C([H])([H])[NH+]1C([H])([H])C1([H])[H],-56.00778579711914,0
[H]C1=C(C2([H])C([H])([H])C2([H])[H])N(C([H])([H])[H])N=N1,-70.48641967773438,0
[H]C1([H])O[C@]2(C([H])([H])[H])OC([H])([H])[C@@]1([H])OC2([H])[H],-73.10905456542969,3
[H]C1([H])[C@@]2([H])[C@@]3([H])[C@]1([H])[C@]2([H])[C@@]1([H])[C@]([H])(C([H])([H])[H])[C@@]31[H],-82.92374420166016,3
[H]ONC1C([H])=C([H])N([H])C1([H])[H],-50.16727066040039,0
[H]O[C@@]12[C@H]3[NH2+]C([H])([H])[C@]1(O[H])[C@]2([H])O3,-54.29779815673828,2
[H]C([H])([H])[C@@]1([H])C([H])([H])OC([H])([H])[C@@]([H])(C([H])([H])[H])[C@@]1([H])C([H])([H])[H],-92.50447082519533,1
[H]C1=C(C([H])([H])OC([H])([H])[H])[C@]2([H])O[C@]2([H])C1([H])[H],-74.4537353515625,3
[H]O[C@@]1([H])C([H])([H])N([H])C(=O)[C@@]2([H])N([H])[C@]21[H],-66.27783203125,2
[H]C([H])([H])[NH2+][C@H]1OC([H])([H])OC([H])([H])C([H])([H])C1([H])[H],-75.59220123291016,3
[H]OC([H])([H])[C@]1([H])C(=O)[C@]2([H])O[C@@]1([H])C2([H])[H],-67.5644302368164,1
[H]OC([H])([H])[C@](C([H])=O)(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])[H],-85.30941772460938,3
[H]OC([H])([H])[C@]([H])(C([H])([H])[H])C1(C([H])([H])[H])C([H])([H])C([H])([H])C1([H])[H],-91.76548767089844,1
[H]OC([H])([H])C(=O)C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])C([H])([H])[H],-85.32506561279297,3
[H]OC1=NOC(=O)C([H])=C1N([H])[H],-54.630889892578125,0
[H]O[C@]1([H])C([H])=C([H])[C@]2([H])O[C@@]([H])(C2([H])[H])C1([H])[H],-74.54737091064453,1
[H]C#C[C@]12C([H])([H])OC([H])([H])[C@@]1(O[H])C2([H])[H],-68.99877166748047,1
[H]O/N=C(\C([H])([H])[H])C([H])([H])[C@]([H])(O[H])C([H])([H])[H],-68.41419219970703,3
[H]C([H])([H])[C@@]1([H])[C@@]([H])(C([H])([H])[H])[C@@]1([H])[C@]1([H])OC1([H])[H],-75.21728515625,1
[H]O[C@@]([H])(C#N)C1([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H],-78.4616470336914,1
[H]OC1=C2N([H])C([H])([H])C([H])([H])N2C([H])=N1,-64.3081283569336,0
[H]O[C@@]1([H])C([H])=C(C#N)[C@@]2([H])N([H])[C@@]12[H],-63.08533477783203,2
[H]C([H])([H])OC1=C(OC([H])([H])[H])ON=N1,-57.62316131591797,0
[H]C(=O)[C@]1([H])C(=O)N([H])[C@]1([H])C([H])=O,-59.50229644775391,2
[H]O[C@@]12C([H])=C([H])C([H])([H])[C@]1([H])[C@]2(O[H])C([H])([H])[H],-74.87831115722656,1
[H]C(=O)C(=O)[C@]1([H])[N@H+]2C([H])([H])[C@]1([H])C2([H])[H],-63.6021842956543,2
[H]O[C@]1([H])C([H])([H])C([H])([H])[C@]2([H])C([H])([H])[C@]2([H])[C@]1([H])C([H])([H])[H],-87.25397491455078,1
[H]C#C[C@@]1([H])C([H])([H])[C@@]1([H])N([H])C([H])([H])C#N,-69.08936309814453,2
[H]OC([H])([H])[C@@]1([H])C([H])([H])[C@]23C([H])([H])[N@@H+](C2([H])[H])[C@]31[H],-72.95917510986328,2
[H][N-][C@H]1OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])OC1([H])[H],-75.95939636230469,3
[H]OC([H])([H])C([H])([H])C(=O)N([H])C([H])([H])C([H])([H])[H],-70.33689880371094,3
[H]N1[C@@](C([H])([H])[H])(C([H])([H])C#N)[C@]1([H])C#N,-66.00516510009766,2
[H]C([H])([H])[C@]12C([H])([H])C([H])([H])[C@@]1([H])[N@H+]1C([H])([H])[C@]12[H],-71.8805160522461,2
[H]C#C[C@]([H])(N([H])[H])[C@]([H])(C#N)OC([H])([H])[H],-66.94453430175781,3
[H]C#CC([H])([H])[C@]([H])(C([H])([H])[H])C1([H])C([H])([H])C([H])([H])C1([H])[H],-88.44071960449219,3
[H]OC([H])([H])C([NH2+]C([H])([H])C([H])([H])[H])OC([H])([H])C([H])([H])[H],-80.52265930175781,0
[H]C([H])([H])C1=C2C([H])([H])C([H])([H])[C@@]2([H])OC([H])([H])C1([H])[H],-82.14710235595703,3
[H]C1=NC([H])=C2N1C([H])=C([H])C2([H])[H],-60.53709411621094,0
[H]O[C@@]1(C#CC([H])([H])[H])C([H])=C([H])C([H])([H])C1([H])[H],-77.10638427734375,3
[H]C#CC([H])([H])C(C(=O)C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],-82.22332000732422,3
[H]C([H])([H])[C@]12O[C@]([H])(C([H])([H])C1([H])[H])[C@]2([H])C([H])([H])[H],-75.98396301269531,1
[H]O[C@](C#CC([H])([H])[H])(C([H])=O)C([H])([H])[H],-63.80339050292969,3
[H]OC([H])([H])[C@@]12O[C@@]([H])(C([H])=C1[H])C([H])([H])C2([H])[H],-75.0672378540039,1
[H]C#C[C@@]1([H])O[C@@]2([H])[C@@]([H])(O1)[C@@]2([H])C([H])([H])[H],-68.53155517578125,3
[H]O[C@]12C([H])([H])[C@@]3([H])[N@H+](C3([H])[H])[C@]([H])(C1([H])[H])C2([H])[H],-76.62506866455078,2
[H][N-]C1OC([H])([H])[C@]([H])(C([H])([H])[H])[C@]1([H])C([H])=O,-71.47795104980469,3
[H]O[C@@]1([H])C([H])([H])OC([H])([H])C([H])([H])C(=O)C1([H])[H],-73.33997344970703,3
[H]O[C@]1([H])C(=O)C(C#N)=C([H])C1([H])[H],-62.08868789672852,3
[H]OC(C([H])([H])[H])(C([H])([H])[H])[C@@]1(O[H])C([H])([H])[C@]1([H])C([H])([H])[H],-84.75403594970703,1
[H]C1=C(N([H])[H])N([H])C(C#CC([H])([H])[H])=N1,-66.4011001586914,0
[H]O[C@]12C([H])([H])C([H])=C([H])[C@@]1(C([H])([H])[H])[C@@]2([H])C([H])([H])[H],-82.31521606445312,1
[H]O[C@@]1([H])C(=O)N2[C@@]1([H])[C@]2([H])C([H])([H])C([H])([H])[H],-69.93299865722656,2
[H]C([H])([H])[N@@H+]1C([H])([H])C(=O)[C@@]1([H])C1([H])C([H])([H])C1([H])[H],-77.0271987915039,2
[H]C#CC([H])([H])N1C([H])=C([H])C(C([H])([H])[H])=C1[H],-75.05867004394531,0
[H]C#C[C@]([H])(O[H])C1([H])C([H])([H])C1([H])[H],-58.71518325805664,3
[H]OC([H])([H])[C@]1([H])[C@]2([H])C(=O)N([H])[C@@]21[H],-59.04607391357422,2
[H]C#CC([H])(C#C[H])C([H])([H])[NH+]1C([H])([H])C1([H])[H],-72.05327606201172,0
[H]OC([H])([H])C1(C([H])([H])O[H])OC([H])([H])OC1([H])[H],-70.35722351074219,3
[H]C1=NOC([C@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H])=N1,-73.59741973876953,0
[H]C#CC1=C([H])C([N-][H])=C([H])N=[N+]1[H],-60.28226089477539,0
[H]OC1=C(OC([H])([H])C([H])([H])[H])N=NN1[H],-61.12602996826172,0
[H]C1=C(C([H])([H])C([H])([H])[H])C([H])([H])N(C([H])([H])[H])C1=O,-79.35531616210938,0
[H]C([H])([H])[C@@]1([H])C([H])([H])OC([H])([H])[C@]12OC2([H])[H],-68.53852081298828,1
[H]O[C@@]1([H])[C@@]2([H])[C@]3(C([H])([H])[H])C([H])([H])[C@]3(O[H])[C@@]12[H],-73.75730895996094,1
[H][C+]1[NH2+]C(C([H])([H])[H])(C([H])([H])[H])C(=O)N1C([H])([H])[H],-74.82147216796875,0
[H]C1([H])O[C@@]1([H])C(F)(F)F,-38.82311248779297,3
[H]C1=C(C([H])([H])[H])[C@]2([H])C(=O)C([H])([H])[C@]2([H])C1([H])[H],-78.27886199951172,3
[H]O[C@]12C([H])([H])O[C@@]1(C([H])([H])[H])[C@]([H])(O[H])C2([H])[H],-71.96076202392578,1
[H][N-]C1=C(C([H])([H])[H])[C-]([H])[C@@]([H])(OC([H])([H])[H])O1,-71.3492660522461,0
[H]C1([H])C([H])([H])[C@]([H])(C#N)[C@]2([H])C([H])([H])[C@]12[H],-69.45064544677734,3
[H]N1C([H])([H])[C@@]2([H])C(=O)C([H])([H])[C@@]12C#N,-63.01031112670898,2
[H]C#CC([H])([H])[C@@]1([H])N([H])[C@@]1([H])C#N,-58.06657409667969,2
[H]C#CC1=C([H])N(C([H])([H])[H])C(C([H])([H])[H])=N1,-70.99468231201172,0
[H]C([H])([H])[C@@]12C([H])([H])O[C@]13C([H])([H])[C@]([H])(C2([H])[H])C3([H])[H],-80.49539947509766,1
[H]O[C@]12C(=O)C([H])([H])[C@@]1([H])[N@H+](C([H])([H])[H])C2([H])[H],-69.66259765625,2
[H]C([H])([H])OC([H])([H])[C@@]12O[C@]1([H])C([H])([H])C([H])([H])C2([H])[H],-79.74215698242188,1
[H]O[C@]12[C@@]([H])(C([H])([H])[H])[C@@]1([H])C([H])([H])[C@@]2([H])C#N,-72.39361572265625,1
[H]N1C2(C([H])([H])C([H])([H])C2([H])[H])[C@@]1(C#N)C([H])([H])[H],-74.9539566040039,2
[H]C#CC#C[C@]([H])(C#N)OC([H])([H])[H],-61.2443733215332,3
[H]O[C@@]1([H])[C@@]([H])(C#N)[C@@]2(C([H])([H])[H])C([H])([H])[C@@]12[H],-72.54175567626953,1
[H]C1=C([H])[C@@]2([H])N([H])[C@]1([H])C(=O)[C@@]2([H])C([H])([H])[H],-73.05071258544922,2
[H]C1=NC(C([H])([H])[H])(C([H])([H])[H])[C@@]([H])(C([H])([H])[H])C([H])([H])O1,-83.19479370117188,3
[H]C(=O)OC([H])([H])C([H])([H])C([H])([H])N([H])C([H])=O,-69.75658416748047,3
[H]O/N=C(/C([H])([H])C([H])([H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H],-86.82471466064453,3
[H]O[C@]12C([H])([H])[C@@]1([H])[C@@]1(C#N)N([H])[C@]12[H],-61.099117279052734,2
[H]N([H])[C@@]([H])(C#N)C([H])([H])[C@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H],-85.6635513305664,3
[H][C-]1C(=O)O[C@@]2(C([H])([H])[H])[C@@H]1C([H])([H])C2([H])[H],-70.99108123779297,1
[H]O[C@@]1([H])C(=O)C([H])([H])O[C@@]([H])(C([H])([H])[H])C1([H])[H],-73.65138244628906,1
N#CC1=NON=C1C#N,-43.50347518920898,0
[H]C([H])([H])C(=O)[C@@]1([H])C([H])([H])[C@@]1([H])C(=O)C([H])([H])[H],-76.10546875,3
[H]C([H])([H])[N@@H+]1[C@]2(C([H])([H])[H])[C@]3([H])O[C@]3([H])C([H])([H])[C@]12[H],-76.42761993408203,2
[H]N1C(=O)C([H])([H])O[C@@]2(C([H])([H])[H])C([H])([H])[C@@]12[H],-71.05848693847656,2
[H][C+]1[NH2+]C([H])([H])[C@@](C(=O)C([H])([H])[H])(C([H])([H])[H])O1,-71.73161315917969,2
[H]C1([H])C([H])([H])[C@@]2(C([H])([H])[H])[C@]1([H])[C@@]2([H])C([H])([H])C#N,-79.7566909790039,3
[H]C(=O)C1=C(N([H])[H])C([H])([H])C(=O)C1([H])[H],-67.24903106689453,0
[H]C1=C([H])[C@]([H])(C([H])([H])C#N)C([H])([H])[C@]1([H])C([H])([H])[H],-80.93872833251953,3
[H]OC1=C([H])N([H])C(O[H])=C1OC([H])([H])[H],-63.65889358520508,0
[H]C1=C([H])C([H])([H])OC([H])([H])C([H])=C1[H],-60.13967514038086,0
[H]O[C@]1([H])C([H])([H])C([H])([H])[C@]2(C([H])([H])C([H])([H])[H])N([H])[C@@]21[H],-82.36759948730469,2
[H]C(=O)[C@]1([H])N2C(=O)OC([H])([H])[C@@]21[H],-59.03170776367188,2
[H]OC([H])([H])C([H])([H])C([H])([H])[C@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H],-86.1580581665039,3
[H]N1C(=O)O[C@@]23C([H])([H])C([H])([H])[C@@]12C3([H])[H],-65.6615982055664,2
[H]O[C@]1([H])C([H])=C2C([H])([H])C([H])([H])[C@]2([H])C1([H])[H],-70.70658874511719,3
[H]O[C@]1([H])C(=O)C([H])=C([H])C1([H])[H],-53.9638557434082,3
[H]C1([H])OC([H])([H])[C@@]([H])(C([H])([H])[NH+]2C([H])([H])C2([H])[H])C1([H])[H],-81.67596435546875,2
[H]C#CC1=C(C([H])([H])[H])OC([H])=C1C([H])([H])[H],-73.03893280029297,0
[H][C+]1[NH2+][C@@](C([H])([H])[H])(C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])O1,-83.25759887695312,2
[H][N-][C+]([H])OC1=C([H])OC(N([H])[H])=C1[H],-61.51768112182617,0
[H]C(=O)C([H])([H])[C@@]12C([H])([H])[C@@]3([H])O[C@]1([H])[C@@]23[H],-68.51557922363281,1
[H]O[C@]([H])(C([H])([H])[H])C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])C([H])([H])[H],-97.29293823242188,1
[H]C1=NO[C+]([H])C2=C1N[C+]([H])[C-]2[H],-58.49504470825195,0
[H]C1([H])C([H])([H])C12O[C@]1([H])[C@]([H])(C([H])([H])[H])[C@]21C([H])([H])[H],-80.83352661132812,1
[H]C1=NC(=O)C(=O)N([H])N=C1[H],-52.06488037109375,0
[H]C1([H])O[C@]2([H])C([H])([H])C([H])([H])[C@]([H])(C([H])([H])C1([H])[H])C2([H])[H],-87.6825180053711,1
[H]N([H])C(=O)N([H])[C@]1([H])C([H])([H])O[C@]1([H])C([H])([H])[H],-71.5715560913086,2
[H]C1([H])OC(=O)C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])O1,-74.23372650146484,3
[H]C(=O)[C@@]12C([H])([H])C3(C([H])([H])C3([H])[H])[C@]1([H])C2([H])[H],-76.59938049316406,3
[H]C([H])(C#N)C#CC1([H])C([H])([H])C([H])([H])C1([H])[H],-74.49585723876953,3
[H]O[C@]([H])(C([H])([H])[H])[C@@]1(C([H])([H])C([H])([H])[H])N([H])C1([H])[H],-75.76167297363281,2
[H]C1=C([H])C([H])([H])O[C@]([H])(C([H])([H])C([H])([H])[H])C1=O,-75.97982788085938,3
[H]C1=C([H])C([H])([H])C2=NN([H])N=C2C1([H])[H],-66.61499786376953,0
[H][N-]C1O[C@]2([H])C([H])([H])[C@@]1([H])[C@@]2([H])O[H],-59.04862976074219,1
[H][N-]C1ON=C(N([H])C([H])([H])[H])C([H])=C1[H],-63.19409942626953,0
[H]C([H])([H])C1(C([H])([H])[H])OC([H])([H])[C@@]1([H])C([H])([H])C#N,-77.9491958618164,1
[H]C([H])([H])[N@H+]1C([H])([H])[C@]1(C([H])([H])[H])[C@]1([H])OC1([H])[H],-70.03958129882812,2
[H]O[C@@]1([H])[C@@]2([H])C([H])([H])[C@]1(O[H])[C@]21OC1([H])[H],-65.66818237304688,1
[H]O[C@]12C([H])([H])[N@@H+]3C([H])([H])[C@@]1(C([H])([H])C([H])([H])[H])[C@@]32[H],-75.51985168457031,2
[H]C1=C([H])[C@]([H])(C([H])([H])[H])[C@]2(C([H])([H])[H])C([H])([H])C([H])([H])[C@]12[H],-89.65382385253906,3
[H]O[C@]1(C([H])([H])[H])C([H])([H])[C@]2([H])[C@]([H])(C([H])([H])[H])[C@]12C([H])([H])[H],-86.66019439697266,1
[H]O[C@]([H])(C([H])([H])C#CC([H])([H])[H])[C@]1([H])OC1([H])[H],-73.94294738769531,3
[H]O[C@]1([H])C([H])([H])[C@]2([H])[N@H+](C([H])([H])[H])[C@]2([H])C1([H])[H],-70.81097412109375,2
[H]C1=C([H])N([H])[C@]2(C1=O)C([H])([H])[C@]2([H])C([H])([H])[H],-73.55818176269531,2
[H]ON[C@H]1C([H])([H])[C@@](O[H])(C([H])([H])[H])[C@@]1([H])C([H])([H])[H],-74.24690246582031,2
[H]C([H])([H])OC([H])([H])[C@@]1([H])C([H])([H])[C@]2([H])C([H])([H])[C@@]1([H])C2([H])[H],-86.57170104980469,1
[H]OC([H])([H])[C@]([H])(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])OC([H])([H])[H],-89.52613067626953,3
[H]OC1=NC([C@]2([H])N([H])C2([H])[H])=NN1[H],-59.17216873168945,0
[H]C([H])([H])C1(C([H])([H])[H])C([H])([H])[C@@]2(C([H])([H])[H])C([H])([H])[C@@]12[H],-82.89522552490234,3
[H]O[C@]1(C([H])([H])[H])[C@@]2([H])C([H])([H])[C@]([H])(C([H])([H])[H])[C@]21[H],-75.34944915771484,1
[H]C1=C([H])[C@]2([H])C([H])([H])C([H])([H])[C@]([H])(C([H])([H])[H])[C@]2([H])C1([H])[H],-90.30962371826172,3
[H]C1([H])C(C#N)=C(C#N)C([H])([H])C1([H])[H],-67.04885864257812,0
[H]C1([H])[N@H+]2C([H])([H])[C@]3([H])C([H])([H])C(=O)[C@]23C1([H])[H],-71.4875259399414,2
[H]O[C@]1([H])[C@@]2([H])C(=O)[C@@]3([H])[C@]1([H])[C@]32C([H])([H])[H],-69.44868469238281,1
[H]C(=O)N([H])C1=C([H])C([H])([H])OC1=O,-60.82643508911133,0
[H]C1([H])O[C@]2([H])[C@]3([H])[C@]([H])(C#N)[C@@]1([H])[C@]23[H],-67.34944152832031,1
[H]C(=O)N(C1=C([H])N=C([H])N1[H])C([H])([H])[H],-65.2236328125,0
[H]C1([H])C([H])([H])[C@]2([H])[C@]3([H])O[C@@]1([H])C([H])([H])[C@@]32C([H])([H])[H],-82.62041473388672,1
[H]C1=C([H])[C@]2([H])[N@H+](C([H])([H])[H])[C@@]1([H])[C@]2([H])C([H])([H])C([H])([H])[H],-83.34492492675781,2
[H]N1N=C(C([H])([H])[H])C(C([H])(C([H])([H])[H])C([H])([H])[H])=N1,-76.39056396484375,0
[H][C-]1[C@@H]2[C@@]3([H])[N@@H+]4[C@@]3([H])[C@]([H])(C([H])([H])C1([H])[H])[C@]24[H],-72.48583221435547,2
[H]C1([H])C([H])([H])C1([H])[C@@]12O[C@]1([H])C([H])([H])C([H])([H])C2([H])[H],-82.00301361083984,1
[H]O[C@@]12C([H])([H])[C@@]3([H])[N@@H+]4[C@@]([H])([C@@]41C([H])([H])[H])[C@@]23[H],-70.45994567871094,2
[H]C(=O)OC([H])([H])C(=O)C1([H])C([H])([H])C1([H])[H],-68.76805114746094,3
[H]N1C([H])([H])C([H])([H])[C@]([H])(C([H])([H])[H])[C@]1(C#N)C([H])([H])[H],-80.89916229248047,2
[H]C1=C([H])[C@]2([H])O[C@]3([H])[C@@]1([H])[C@@]1([H])[C@]3([H])[C@]12[H],-71.78475952148438,1
[H]C([H])([H])C1(C([H])([H])[H])C([H])([H])[C@@]([H])(C#N)[C@]1([H])C([H])([H])[H],-85.44561004638672,3
[H]C#CC(=O)[C@]([H])(OC([H])=O)C([H])([H])[H],-63.22106552124024,3
[H]OC([H])([H])C([H])([H])[C@]1([H])C([H])([H])[C@]1([H])OC([H])([H])C([H])([H])[H],-84.2348403930664,1
[H]O[C@]1([H])[C@]([H])(C#N)C([H])=C([H])[C@]1([H])C([H])([H])[H],-73.50106811523438,3
[H]C#CC1=C([H])N([H])C(N([H])[H])=N1,-55.09990692138672,0
[H]C1=C(NC([H])([H])[H])C(F)=C([H])[N+]([H])=C1[H],-65.65869140625,0
[H]C([H])([H])C([H])(C([H])([H])[H])[C@]1([H])OC1([H])[H],-58.543643951416016,3
[H]OC([H])([H])C([H])([H])C([H])([H])[C@](C#N)(N([H])[H])C([H])([H])[H],-78.20648193359375,3
[H]O[C@@]1([H])C([H])([H])C([H])([H])[C@@]2([H])C([H])([H])[C@@]2(O[H])C1([H])[H],-79.93043518066406,1
[H]O[C@]1([H])[C@]2([H])[N@H+]3C([H])([H])[C@]([H])(C([H])([H])[H])[C@]2([H])[C@]31[H],-76.10633850097656,2
[H]C1([H])[N@@H+]2[C@]3([H])[C@@]([H])(C#N)[C@]3([H])[C@]2([H])C1([H])[H],-68.74163055419922,2
[H]C(=O)C([H])([H])[C@@]1([H])C([H])([H])C([H])([H])[C@]12OC2([H])[H],-74.54881286621094,1
[H][N-][C+]([H])OC1=NN([H])C(N([H])[H])=N1,-55.148963928222656,0
[H]C#C[C@]1([H])N([H])[C@]1([H])[C@]1([H])C([H])([H])[C@]1([H])O[H],-70.4292221069336,2
[H][N-]C1N([H])C(=O)[C@@](O[H])(C([H])([H])[H])C1([H])[H],-67.7514877319336,2
[H]C([H])([H])C1(C([H])([H])[H])C([H])([H])OC([H])([H])C([H])([H])C([H])([H])C1([H])[H],-92.33114624023438,1
[H]C#CC([H])(C#C[H])C#CC([H])([H])C([H])([H])[H],-72.00543975830078,0
[H]C1=NC(C#N)=NC(C([H])([H])[H])=N1,-58.26314926147461,0
[H]C(=O)C([H])([H])N(C(=O)N([H])C([H])([H])[H])C([H])([H])[H],-72.04846954345703,0
[H]C1([H])[N@H+]2[C@@]([H])(C([H])([H])[H])[C@@]2([H])C([H])([H])[C@]1([H])C#N,-75.296142578125,2
[H]C1([H])C([H])([H])[C@]2([H])C([H])([H])[C@@]1([H])C2([H])[H],-60.99969100952149,3
[H]OC1=C([H])C(=O)C(N([H])[H])=NN1[H],-57.651493072509766,0
[H]C(=O)[C@]1([H])C2=C([H])N=NN2C1([H])[H],-57.74020004272461,0
[H]C(=O)O[C@@]1([H])C([H])([H])O[C@@]2([H])C([H])([H])[C@@]12[H],-68.14360046386719,1
[H]C1([H])O[C@@]1([H])C#C[C@]1([H])OC1([H])[H],-56.94723129272461,3
[H]C(=O)[C@@]1([H])[C@]2([H])[N@H+](C([H])([H])[H])[C@@]1([H])[C@]2([H])C([H])([H])[H],-75.51021575927734,2
[H]OC1(C#CC([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H],-82.1695785522461,3
[H]C#C[C@@]1([H])C(=O)OC12C([H])([H])C2([H])[H],-64.62435150146484,1
[H]C1=NC(N([H])[H])=C(C([H])([H])[H])O1,-52.0831184387207,0
[H]C(=O)C1([C@]2([H])N([H])C2([H])[H])C([H])([H])OC1([H])[H],-69.14008331298828,2
[H]N1[C@@]([H])(C([H])([H])C#N)[C@@]1([H])C([H])([H])OC([H])([H])[H],-72.40950012207031,2
[H]C1([H])C([H])([H])C1([H])C([H])([H])[C@@]1([H])C([H])([H])[C@@]2([H])O[C@@]12[H],-80.76283264160156,1
[H]C([H])([H])C([H])([H])O[C@@]1([H])OC([H])([H])[C@@]2([H])O[C@@]12[H],-72.30482482910156,3
[H]C([H])([H])[C@@]12[N@@H+]3[C@]([H])([C@]1([H])C2([H])[H])[C@]3([H])C([H])([H])[H],-72.15831756591797,2
[H]O[C@@]1([H])C([H])([H])C([H])([H])[C@]23O[C@@]21C([H])([H])C3([H])[H],-74.11982727050781,1
