smiles,solubility,cluster
Oc1ccc(Cl)c(Cl)c1,-1.25,2
CCCCC(=O)OC3(C(C)CC4C2CCC1=CC(=O)C=CC1(C)C2(F)C(O)CC34C)C(=O)CO,-4.71,0
ClC1=C(Cl)C(Cl)(C(=C1Cl)Cl)C2(Cl)C(=C(Cl)C(=C2Cl)Cl)Cl,-7.278,11
C1Cc2c3c1cccc3cc4c2ccc5ccccc54,-7.85,1
O=C1NC(=O)NC(=O)C1(C)C,-1.742,7
Clc1cccc(I)c1,-3.55,2
c1ccc2c(c1)sc3ccccc23,-4.38,2
O=C1NC(=O)NC(=O)C1(C)CC=C,-1.16,7
CCCCC#C,-2.36,3
O=c2[nH]c1CCCc1c(=O)n2C3CCCCC3,-4.593999999999999,11
Cc1cc(ccc1NS(=O)(=O)C(F)(F)F)S(=O)(=O)c2ccccc2,-3.8,11
CCNc1nc(Cl)nc(NC(C)C)n1,-3.85,6
CNC(=O)Oc1ccccc1C(C)C,-2.863,1
Cn1c(=O)n(C)c2nc[nH]c2c1=O,-1.39,11
NC(=O)CCl ,-0.02,6
Clc1ccc(c(Cl)c1)c2c(Cl)ccc(Cl)c2Cl ,-7.43,4
CCOC(=O)Nc2cccc(OC(=O)Nc1ccccc1)c2 ,-4.632,5
COC(=O)c1ccccc1C(=O)OC,-1.66,1
C1CCOCC1,-0.03,8
CCN(CC)C(=S)SCC(Cl)=C,-3.39,6
CCC(C)C1(CC(Br)=C)C(=O)NC(=O)NC1=O ,-2.647,7
c1cc(C)cc2c1c3cc4cccc5CCc(c45)c3cc2,-7.92,1
ClC(Cl)C(c1ccc(Cl)cc1)c2ccccc2Cl ,-6.51,11
CC1CO1,-0.59,8
ClC(=C(Cl)C(=C(Cl)Cl)Cl)Cl,-4.92,6
NC(=N)NS(=O)(=O)c1ccc(N)cc1 ,-1.99,5
c1(C(=O)OCCCCCC(C)(C))c(C(=O)OCCCCCC(C)(C))cccc1,-6.6370000000000005,11
CCCCCCCCC(=O)C,-3.3,3
COc5cc4OCC3Oc2c1CC(Oc1ccc2C(=O)C3c4cc5OC)C(C)=C ,-4.42,11
CCC#C,-1.24,3
CC(C)=CCCC(C)=CC(=O),-2.06,6
c1ccccc1(OC(=O)NC),-1.803,2
Cc1ncc(N(=O)=O)n1CCO ,-1.26,11
CON(C)C(=O)Nc1ccc(Br)c(Cl)c1,-3.924,5
COC1=CC(=O)CC(C)C13Oc2c(Cl)c(OC)cc(OC)c2C3=O,-3.2460000000000004,11
Clc1ccc(Cl)c(c1)c2cc(Cl)c(Cl)c(Cl)c2Cl,-7.68,4
CC(=O)Nc1ccc(Cl)cc1,-2.843,5
CC(C)C(C)C(C)C,-4.8,3
O=C(Cn1ccnc1N(=O)=O)NCc2ccccc2,-2.81,11
CCCCCCCCC(=O)OCC,-3.8,8
Cc1cc2ccccc2cc1C,-4.72,10
CCOC(=O)N(C)C(=O)CSP(=S)(OCC)OCC,-2.518,11
Oc1ccccc1O,0.62,2
O=N(=O)c1ccccc1N(=O)=O,-3.1,5
O=C1CCCCC1,-0.6,3
CCOP(=S)(OCC)Oc1ccc(cc1)N(=O)=O,-4.66,5
CN(C)c1nc(nc(n1)N(C)C)N(C)C,-3.364,6
CSCS(=O)CC(CO)NC(=O)C=Cc1c(C)[nH]c(=O)[nH]c1=O,-1.981,11
Cc1ccnc(C)c1,0.38,2
Cc1ccc(C)cc1,-2.77,1
CC1CCCCC1NC(=O)Nc2ccccc2,-4.11,5
Oc1c(Br)cc(C#N)cc1Br ,-3.33,1
COc1ccccc1O,-1.96,2
CCC#CCC,-1.99,3
CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c2ccc(F)c(Oc3ccccc3)c2,-7.337000000000001,11
Nc1ccccc1N(=O)=O,-1.96,5
Cc1ccc(OP(=O)(Oc2cccc(C)c2)Oc3ccccc3C)cc1,-6.01,11
O=C2NC(=O)C1(CC1)C(=O)N2 ,-1.886,7
NS(=O)(=O)c2cc1c(NCNS1(=O)=O)cc2Cl ,-2.63,11
CN(C)C(=O)Nc1ccccc1,-1.6,5
Oc1cc(Cl)c(Cl)c(Cl)c1Cl,-3.15,2
CCSSCC,-2.42,6
CCCI,-2.29,3
c1ccccc1C(O)c2ccccc2,-2.55,1
CCC2NC(=O)c1cc(c(Cl)cc1N2)S(N)(=O)=O,-3.29,11
Oc1ccc(Cl)cc1C(=O)Nc2ccc(cc2Cl)N(=O)=O,-4.7,11
Cc1occc1C(=O)Nc2ccccc2,-3.3,11
CCNc1nc(NC(C)C)nc(SC)n1,-3.04,6
CCc1ccccc1C,-3.21,1
Cc1ccc(C)c2ccccc12,-4.14,10
CC(C)Cc1ccccc1,-4.12,1
CCCCC(=O)OCC,-2.25,8
CCN2c1ncccc1N(C)C(=O)c3cccnc23 ,-2.62,11
Cc1cc(C)cc(O)c1,-1.4,1
o1c2ccccc2c3ccccc13,-4.6,2
CC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,-4.42,0
CC(C)C1CCC(C)CC1=O,-2.35,6
Cc1ncnc2nccnc12,-0.466,6
Clc1ccc(Cl)c(Cl)c1Cl,-4.57,2
Clc1ccc(Cl)cc1,-3.27,2
CCCN(=O)=O,-0.8,6
c1ccccc1NC(=O)c2c(O)cccc2,-3.59,5
Oc1cccc(Cl)c1,-0.7,2
c1cc2cccc3c4cccc5cccc(c(c1)c23)c54,-8.804,10
CCCCOC(=O)c1ccc(N)cc1,-3.082,1
CCC(O)CC,-0.24,9
COc1ccc(Cl)cc1,-2.78,2
Nc1ncnc2n(ccc12)C3OC(CO)C(O)C3O ,-1.95,11
Oc1cccc2cccnc12 ,-2.42,2
CCOP(=S)(OCC)SCn1c(=O)oc2cc(Cl)ccc12,-5.233,11
CC(OC(=O)Nc1cccc(Cl)c1)C#C,-2.617,5
CCOP(=S)(OCC)SCSCC,-4.11,6
Cc1cc(C)c(C)c(C)c1C,-4.0,1
COP(=S)(OC)SCC(=O)N(C(C)C)c1ccc(Cl)cc1,-4.432,11
N(Nc1ccccc1)c2ccccc2 ,-2.92,5
CCCOCCC,-1.62,8
CN(C)C(=O)C,1.11,6
Cc1c2ccccc2c(C)c3ccc4ccccc4c13,-7.02,10
BrC(Br)(Br)Br,-3.14,6
ClCC,-1.06,6
CN(=O)=O,0.26,6
CCCO,0.62,9
CCCCC(C)O,-0.89,9
CC=C(C)C,-2.56,3
Oc2ccc1CCCCc1c2 ,-1.99,1
Oc1c(Cl)cccc1Cl,-1.79,2
CCCCCCl,-2.73,3
CC(C)C(=O)C,-0.12,3
O=C1NC(=O)NC(=O)C1(CC)C(C)C,-2.148,7
CCCCC1C(=O)N(N(C1=O)c2ccccc2)c3ccccc3 ,-3.81,11
COC(=O)c1cccnc1 ,-0.46,11
c1c(NC(=O)c2ccccc2(I))cccc1,-4.21,5
Oc1cc(Cl)cc(Cl)c1,-1.34,2
CC(C)=CCCC(O)(C)C=C,-1.99,6
CCCCCCCCCC(C)O,-2.94,9
CCCCCCCC=C,-5.05,3
CCOC=C,-0.85,8
CC1=C(SCCO1)C(=O)Nc2ccccc2,-3.14,11
CCC(Br)(CC)C(=O)NC(N)=O,-2.68,6
CCCCC(=O)CCCC,-2.58,3
CCCOCC,-0.66,8
Nc1ccccc1O,-0.72,2
CC(C)Oc1cc(c(Cl)cc1Cl)n2nc(oc2=O)C(C)(C)C,-5.696000000000001,11
CC(O)c1ccccc1,-0.92,1
CC(=O)OCC(=O)C3CCC4C2CCC1=CC(=O)CCC1(C)C2CCC34C ,-4.63,0
N(=Nc1ccccc1)c2ccccc2,-4.45,5
CCCC(=O)OC,-1.92,8
CC12CC(=O)C3C(CCC4=CC(=O)CCC34C)C2CCC1(O)C(=O)CO,-3.11,0
CC(C)(C)c1ccccc1,-3.66,1
CC(=O)OCC(=O)C3(O)C(CC4C2CCC1=CC(=O)C=CC1(C)C2(F)C(O)CC34C)OC(C)=O ,-4.13,0
ClCBr,-0.89,6
CCCCN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,-4.77,5
c3ccc2nc1ccccc1cc2c3,-3.67,2
Cc1c(C)c2c3ccccc3ccc2c4ccccc14,-7.01,10
Nc1ccc(cc1)S(N)(=O)=O,-1.34,5
CCCC(C)(COC(N)=O)COC(N)=O ,-1.807,6
Cc1cc(C)c(C)cc1C,-4.59,1
C1c2ccccc2c3ccccc13,-5.0,2
CCCC(O)C=C,-0.59,9
CCCC1C(=O)N3N(C1=O)c2cc(C)ccc2N=C3N(C)C ,-3.5380000000000003,11
Clc1cccc(Cl)c1Cl,-4.0,2
CCCCCCCC,-5.24,3
CN2C(=O)CN=C(c1ccccc1)c3cc(ccc23)N(=O)=O,-3.796,11
CC(=O)OC3(C)CCC4C2CCC1=CC(=O)CCC1(C)C2CCC34C ,-5.284,0
Oc1ccncc1,1.02,2
CCC,-1.94,3
CC1(C)C(C=C(Cl)Cl)C1C(=O)OCc2cccc(Oc3ccccc3)c2,-6.291,11
CC(C)CC(C)O,-0.8,9
c1ccc2c(c1)c3ccccc3c4ccccc24,-6.726,10
CCCCCCCCCC(=O)OCC,-4.1,8
Ic1cccc2ccccc12,-4.55,10
Clc1cccc(c1)N(=O)=O,-2.77,5
CC(=O)Nc1ccc(Br)cc1,-3.083,5
COP(=O)(OC)OC(=CCl)c1cc(Cl)c(Cl)cc1Cl,-4.522,11
Clc1cc(Cl)c(cc1Cl)c2cccc(Cl)c2Cl ,-7.21,4
CC(C)c1ccccc1,-3.27,1
CCCCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCC,-6.96,11
CCCCCC(=O)OC,-1.87,8
COc1ccc(C=O)cc1,-1.49,1
CCc1cccc(C)c1N(C(C)COC)C(=O)CCl ,-2.73,11
Clc1ccc(cc1Cl)c2ccccc2 ,-6.39,4
ClC(Cl)C(c1ccc(Cl)cc1)c2ccc(Cl)cc2,-7.2,1
CN(C)C(=O)SCCCCOc1ccccc1,-3.927,2
ClC1C=CC2C1C3(Cl)C(=C(Cl)C2(Cl)C3(Cl)Cl)Cl,-6.317,11
Clc1ccccc1N(=O)=O,-2.55,5
CCN(=O)=O,-0.22,6
CC12CC2(C)C(=O)N(C1=O)c3cc(Cl)cc(Cl)c3,-4.8,11
OC4=C(C1CCC(CC1)c2ccc(Cl)cc2)C(=O)c3ccccc3C4=O,-5.931,11
Clc1cc(Cl)c(Cl)cc1Cl,-5.56,2
CCCCc1c(C)nc(NCC)[nH]c1=O,-3.028,11
COc1ccc(NC(=O)N(C)C)cc1Cl,-2.564,5
C(c1ccccc1)c2ccccc2,-4.08,1
CC,-1.36,6
CC(C)Cl,-1.41,3
COc2c1occc1c(OC)c3c(=O)cc(C)oc23 ,-3.0210000000000004,11
Nc1ccccc1,-0.41,5
ClCCBr,-1.32,6
Nc1ncnc2nc[nH]c12 ,-2.12,6
Clc1cc(Cl)c(Cl)c(Cl)c1Cl,-5.65,2
CCCCCCCC(C)O,-2.74,9
O=C2NC(=O)C1(CCCCCC1)C(=O)N2 ,-3.168,7
c1ccc2cnccc2c1,-1.45,10
CCCCCCCCO,-2.39,9
Oc1ccc(Cl)cc1Cl,-1.55,2
Oc1ccc(c(O)c1)c3oc2cc(O)cc(O)c2c(=O)c3O ,-3.083,11
O=C1NC(=O)NC(=O)C1(CC)CCC(C)C,-2.658,7
CCCCCCCCCCCCO,-4.8,9
C/C1CCCCC1\C,-4.3,3
ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,-4.64,6
CN(C)C(=O)Nc1ccc(Cl)cc1,-2.89,5
c2ccc1scnc1c2 ,-1.5,6
ClC(Cl)(Cl)N(=O)=O,-2.0,6
Oc2ccc1ncccc1c2 ,-2.16,2
CC(C)N(C(C)C)C(=O)SCC(Cl)=C(Cl)Cl,-4.88,6
CCCCCCCCCO,-3.01,9
ClCCl,-0.63,6
CCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC ,-5.115,11
CC45CCC2C(CCC3CC1SC1CC23C)C4CCC5O,-5.41,0
CCSC(=O)N(CC)C1CCCCC1 ,-3.4,6
CCCCI,-2.96,3
CC(C)C(O)C(C)C,-1.22,9
CCCBr,-1.73,3
CNC(=O)ON=C(CSC)C(C)(C)C ,-1.62,6
CC1CCCO1,0.11,8
CCOc1ccccc1,-2.33,2
O=C1N(COC(=O)CC)C(=O)C(N1)(c2ccccc2)c3ccccc3,-4.907,11
Clc1cccc2ccccc12,-3.93,2
CCCCc1c(C)nc(NCC)nc1OS(=O)(=O)N(C)C ,-4.16,11
CCCCN(CC)c1c(cc(cc1N(=O)=O)C(F)(F)F)N(=O)=O,-5.53,11
NC(=O)N,0.96,6
OCCOc1ccccc1,-0.7,2
Cc1c(F)c(F)c(COC(=O)C2C(C=C(Cl)C(F)(F)F)C2(C)C)c(F)c1F,-7.321000000000001,11
CC(C)OP(=S)(OC(C)C)SCCNS(=O)(=O)c1ccccc1,-4.2,11
CCCCCCCCCC(=O)OC,-4.69,8
CCC1(C(=O)NC(=O)NC1=O)C2=CCC3CCC2C3,-2.696,7
CCC1(C(=O)NC(=O)NC1=O)C2=CCCCC2 ,-2.17,7
CCN2c1nc(C)cc(C)c1NC(=O)c3cccnc23 ,-4.553999999999999,11
CCCCOCCO,-0.42,8
c1ccc2c(c1)c3cccc4ccc5cccc2c5c43,-7.8,10
O2c1ccccc1N(CC)C(=O)c3ccccc23 ,-3.68,11
O=C1NC(=O)c2ccccc12 ,-2.61,11
Clc1ccc(cc1)c2cccc(Cl)c2Cl ,-6.29,4
N#Cc1ccccc1,-1.0,1
CCCC(C)O,-0.29,9
CC1OC(CC(O)C1O)OC2C(O)CC(OC2C)OC8C(O)CC(OC7CCC3(C)C(CCC4C3CC(O)C5(C)C(CCC45O)C6=CC(=O)OC6)C7)OC8C ,-4.081,0
CC12CCC3C(CCc4cc(O)ccc34)C2CCC1=O,-3.955,11
